"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Kenapa Akun� Penipu Gak Kena Banned Sih? Padahal Udah Di Report Rame�. Penjual Nakal (Penipu) Kayak Gitu Harus-nya Kena Banned. Ga Ada Respon Dari JD.ID. Payah Lah..,1,0,akun tipu banned report rame jual nakal tipu kayak banned respon,324,3,,0.4976,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['akun', 'tipu', 'banned', 'report', 'ramai', 'jual', 'nakal', 'tipu', 'kayak', 'banned', 'respon']"
transaksi gagal mulu..munggu lama2 akhirnya dibatalkan,1,0,transaksi gagal mulu munggu batal,145,3,,0.4964,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['transaksi', 'gagal', 'melulu', 'munggu', 'batal']"
"Maap saya editing,soalnya saya gabisa mesan lebih dari 2 barang sebelumnya ini bagus bagus aja tapi kemarin kok gabisa mohon di perbaiki ya developer",2,0,maap editing mesan barang kemarin developer,243,3,,0.4962,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['maap', 'editing', 'mesan', 'barang', 'kemarin', 'developer']"
Ternyata byk jg yg senasib dg sya kena prank olh tokopedia ... mmberikn voucher n cash back... tp pesanan d batalkn secra sepihak ... sdgkn voucher n cash back y tdk kmbli ... Klau tkut rugi ... jgn sok mmbrikn vcr n csh bck... Saya sangt amat kecewa dg tokopedia pdhl saya pengguna baru tp d sambut dg prank olh tokopedia...,2,0,jg nasib sya prank olh mmberikn voucher cash back pesan batalkn secra voucher cash back kmbli klau tkut rugi jgn mmbrikn vcr csh bck sangt pdhl sambut prank olh,411,3,,0.4946,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['juga', 'nasib', 'sya', 'prank', 'olh', 'mmberikn', 'voucher', 'cash', 'back', 'pesan', 'batalkn', 'secra', 'voucher', 'cash', 'back', 'kmbli', 'klau', 'tkut', 'rugi', 'jangan', 'mmbrikn', 'vcr', 'csh', 'bck', 'sangt', 'pdhl', 'sambut', 'prank', 'olh']"
"Belanja sangat puas melalui shopee.... Namun banyak penipuan yang mengatasnamakan nya, saya sudah 2x dihubungi.... Ditindaklanjuti dong itu",1,0,belanja tipu mengatasnamakan hubung ditindaklanjuti,116,3,,0.4944,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['belanja', 'tipu', 'mengatasnamakan', 'hubung', 'ditindaklanjuti']"
"Tolong donk shopee biasa x belanja oke2 az aku baru ini ne loh,barang ga sampe2 tp dlht udh dtrma org kantor pdhal dibuku terima barang jga ga ada terima barangx.... Kecewa seh cz aq perlu bgtt paketan itu mlah brangx ga sampe2,gimna tuh solusix jgn bkin pelangan mkin kecewa",3,1,tolong belanja az barang sampe dlht dtrma org kantor pdhal buku barang barangx seh cz bgtt paket mlah brangx sampe gimna solusix jgn bkin pelang mkin,580,3,,0.4937,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'belanja', 'az', 'barang', 'sampai', 'dlht', 'dtrma', 'orang', 'kantor', 'pdhal', 'buku', 'barang', 'barangx', 'seh', 'cz', 'bgtt', 'paket', 'malah', 'brangx', 'sampai', 'gimna', 'solusix', 'jangan', 'bikin', 'pelang', 'mkin']"
Tidak adanya live chat via media membuat susah untuk berkomunikasi langsung kepada pihak shopee,5,2,live chat via media susah komunikasi,927,3,,0.4919,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['live', 'chat', 'via', 'media', 'susah', 'komunikasi']"
"Saya mau beli HP dan coba fitur tukar tambah tapi selalu gagal dari aplikasinya, menghambat keinginan saya",3,1,beli hp fitur tukar gagal aplikasi hambat,482,3,,0.4917,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['beli', 'handphone', 'fitur', 'tukar', 'gagal', 'aplikasi', 'hambat']"
"mau download buka lapak gak jd , liat ulasan nya semua bintang 1 mengerikan , gak jd deh",1,0,download ulas bintang keri,85,3,,0.4911,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['unduh', 'ulas', 'bintang', 'keri']"
Dari tanggal 24 sampe sekarang tnggal 27 pesanan saya masih di proses penjual. Makin buruk aja pelayananya. Dan lazada kredit saya masih di blokir pdhl baru dapet 50 ribu saldo dari undangan teman...udah 81 barang lebih yang saya beli padahal,1,0,sampe tnggal pesan proses jual pelayananya kredit blokir pdhl ribu saldo undang teman barang beli,68,3,,0.4895,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sampai', 'tnggal', 'pesan', 'proses', 'jual', 'layanan', 'kredit', 'blokir', 'pdhl', 'ribu', 'saldo', 'undang', 'teman', 'barang', 'beli']"
"Kirain mah, beneran undang 5 dapat 150rb, .. Ternyata jauh dari kata sempurna Cape� ngundang orang buat pake ladaza, gak sesuai harapan.. Mending apk sebelah terbukti setelah undang bberapa orang.. Dan membayar",1,0,kirain beneran undang rb sempurna cape ngundang pake ladaza sesuai harap mending apk belah bukti undang bberapa bayar,329,3,,0.4883,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kirain', 'beneran', 'undang', 'ribu', 'sempurna', 'capek', 'ngundang', 'pakai', 'ladaza', 'sesuai', 'harap', 'lebih baik', 'aplikasi', 'belah', 'bukti', 'undang', 'bberapa', 'bayar']"
Tolong fitur cod di sulsel diperluas ke kab. Gowa ??,3,1,tolong fitur cod sulsel luas kab gowa,633,3,,0.4878,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'fitur', 'cod', 'sulsel', 'luas', 'kabupaten', 'gowa']"
Susah sekali mau beli pulsa bayar pake shopeepay aja enggak bs,1,0,susah beli pulsa bayar pake shopeepay,241,3,,0.4871,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['susah', 'beli', 'pulsa', 'bayar', 'pakai', 'shopeepay']"
Sayang gak ada opsi oembayaran lewat link aja,1,0,sayang opsi oembayaran link,151,3,,0.4849,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sayang', 'opsi', 'oembayaran', 'link']"
payleter hilang bingung mau byr tagihan..dpt tlp lewat tf...jaman skrg bnyk bgt penipuan..tolong donk lazada kasih solusinya,1,0,payleter hilang bingung byr tagih tlp tf jaman skrg bnyk tipu tolong solusi,352,3,,0.4848,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['payleter', 'hilang', 'bingung', 'bayar', 'tagih', 'telepon', 'transfer', 'jaman', 'sekarang', 'banyak', 'tipu', 'tolong', 'solusi']"
Baru coba pesen di shopee. Kalo memuaskan tambahin lagi bintang nya,3,1,sen tambahin bintang,747,3,,0.4846,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sen', 'tambahin', 'bintang']"
Kecewa ma shopee entah karna jaringan atau dari shopee'a saya buat pesanan sekali gak da pemberitahuan trus di suruh muat ulang di kranjang sampai beberapa kali dan akhirnya pemberitahuan pesanan saya sampai 3x pesan... gimana coba? Saya batalkn yg 2 pesanan gk di bles dari toko. Masa saya hrs bayar semuanya..??????,2,0,jaring pesan da pemberitahuan suruh muat ulang kranjang pemberitahuan pesan pesan batalkn pesan bles toko hrs bayar,172,3,,0.4834,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['jaring', 'pesan', 'da', 'pemberitahuan', 'suruh', 'muat', 'ulang', 'kranjang', 'pemberitahuan', 'pesan', 'pesan', 'batalkn', 'pesan', 'bles', 'toko', 'harus', 'bayar']"
Menu lazpaylater ga ada di aplikasi nya chat dengan cs kayak chat sama robot Walaupun tidak terpilih menjadi lazpaylater harusnya menu nya bisa di liat biar bisa daftar,3,1,menu lazpaylater aplikasi chat cs kayak chat robot pilih lazpaylater menu daftar,733,3,,0.4833,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['menu', 'lazpaylater', 'aplikasi', 'chat', 'customer service', 'kayak', 'chat', 'robot', 'pilih', 'lazpaylater', 'menu', 'daftar']"
Pake aplikasi justru tambah lemot...,1,0,pake aplikasi lot,402,3,,0.481,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pakai', 'aplikasi', 'lemot']"
"3 bintang untu pesan paket nya...tungu aampai sampai baru tekan 5 bintang bos...",3,1,bintang untu pesan paket tungu aampai tekan bintang,483,3,,0.4801,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bintang', 'untu', 'pesan', 'paket', 'tungu', 'aampai', 'tekan', 'bintang']"
Semua fitur sudah bagus. Tapi kenapa sekarang tidak bisa Top Up OVO dengan menggunakan kartu debit dari BRI?,3,1,fitur up kartu debit bri,589,3,,0.4789,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['fitur', 'up', 'kartu', 'debit', 'bri']"
"Ini gimana saya sudah ganti metode pembayaran nya tapi gak bisa2 bisa nya pake kartu doang tapi saya gak punya, tolong ini gimana?",3,1,ganti metode bayar pake kartu tolong,793,3,,0.4788,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['ganti', 'metode', 'bayar', 'pakai', 'kartu', 'tolong']"
"Ini kenapa yah ko Shopee saya susah banget dibukanya padahal ga ada update terbaru, jaringan saya juga pake wifi",2,0,susah update jaring pake wifi,71,3,,0.4781,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['susah', 'update', 'jaring', 'pakai', 'wifi']"
mungkin karena saya belum terbiasa.... masih bingung pakai aplikasinya...,3,1,bingung pakai aplikasi,741,3,,0.4776,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bingung', 'pakai', 'aplikasi']"
"Sering banget ke back sendiri, loadingnya lama, tolong dongg diperbaiki. Padahal udah di upgrade masih aja gitu, bikin sebel aja",2,0,back loadingnya tolong dongg upgrade bikin sebel,69,3,,0.4771,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['back', 'loadingnya', 'tolong', 'dongg', 'upgrade', 'bikin', 'sebel']"
Bagus sih tapi semakin kesini kek makin jelek aja Kemarin� dapet voucher bisa di gunain tapi sekarang gk bisa Tolong yah pihak shoppe.. saya benar-benar membutuhkannya,3,1,kesini kek kemarin voucher gunain tolong shoppe butuh,489,3,,0.477,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kesini', 'seperti', 'kemarin', 'voucher', 'gunain', 'tolong', 'shoppe', 'butuh']"
"tidak di jamin ori (saya perna beli memory tp br beberapa hari udah rusak) live chat jarang di balas, sekalinya di balas lama.",1,0,jamin ori perna beli memory br rusak live chat jarang balas balas,63,3,,0.476,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['jamin', 'asli', 'perna', 'beli', 'memory', 'baru', 'rusak', 'live', 'chat', 'jarang', 'balas', 'balas']"
"Tokped ini niat sale g siih,baru berapa detik masa barang langsung habis. Gitu terus g pernah dapet,aneeh",1,0,niat sale siih detik barang habis aneeh,244,3,,0.4748,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['niat', 'sale', 'siih', 'detik', 'barang', 'habis', 'aneeh']"
"Aplikasi yg sy & istri sy psang eror. Instal ulang, hapus data, sm sj. Bukanya bli2 udh iklan d tv y, g rugi ap, klo pengguna tdk bs blnja krn aplikasi eror. Eror ad d bagian pembayaran. Slalu gagal. Klo tdk, d bagian pilihan byr penuh atau kredit di klik g mncul pilihan. Gbs bayar. Sdh cocok brang maw bayar, gbs bayar.",3,1,aplikasi istri psang eror instal ulang hapus data iklan tv rugi ap blnja aplikasi eror eror bayar slalu gagal pilih byr penuh kredit klik mncul pilih bayar cocok brang maw bayar bayar,609,3,,0.4746,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'istri', 'psang', 'eror', 'install', 'ulang', 'hapus', 'data', 'iklan', 'tv', 'rugi', 'apa', 'blnja', 'aplikasi', 'eror', 'eror', 'bayar', 'selalu', 'gagal', 'pilih', 'bayar', 'penuh', 'kredit', 'klik', 'mncul', 'pilih', 'bayar', 'cocok', 'brang', 'maw', 'bayar', 'bayar']"
"UNTUK DEVELOPER LAZADA ,terkait pembayaran kenapa tidak bisa bayar di konter ,sebelumnya lancar lancar untuk pembayaran melalui konter,dan sekarang pembayaran metode konter tidak ada dan tidak ada pemberitahuan sama sekali ,sedangkan paylater saya yang sebelumnya tertib dan lancar jadi sekarang status JT karena tidak adanya akun/bank yang di tujukan ,kenapa yang hal semestinya MUDAH sekarang DI PERSULIT,di tanyakan pihak konter katanya darI sistem ANDA ,semakin PARAH saja management LAZADA!!!",1,0,developer kait bayar bayar konter lancar lancar bayar konter bayar metode konter pemberitahuan paylater tertib lancar status jt akun bank mesti mudah sulit konter sistem management,438,3,,0.4743,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['developer', 'kait', 'bayar', 'bayar', 'konter', 'lancar', 'lancar', 'bayar', 'konter', 'bayar', 'metode', 'konter', 'pemberitahuan', 'paylater', 'tertib', 'lancar', 'status', 'jt', 'akun', 'bank', 'mesti', 'mudah', 'sulit', 'konter', 'sistem', 'management']"
Mntp pokok nya saya baru sajs mengikuti webinar dan Alhamdulillah lancar semoga sertifikasi saya muncul di dashboard,5,2,mntp sajs webinar lancar sertifikasi muncul dashboard,993,3,,0.4738,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['mntp', 'sajs', 'webinar', 'lancar', 'sertifikasi', 'muncul', 'dashboard']"
"murah tapi LAMBAT!! masih rekomen ke buka**pak sama sh*pee .... aplikasinya lola, bikin males",1,0,murah rekomen sh pee aplikasi lola bikin males,177,3,,0.4694,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['murah', 'rekomen', 'sh', 'pee', 'aplikasi', 'lemot', 'bikin', 'males']"
"Setelah diupdate ko malah lelet, muter2 trus kalo dibuka. Pindah menu juga lemot lamaaa... Padahal sebelum diupdate lancar2 aja!!",3,1,diupdate lelet muter pindah menu lot lamaaa diupdate lancar,587,3,,0.4693,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['diupdate', 'lambat', 'muter', 'pindah', 'menu', 'lemot', 'lamaaa', 'diupdate', 'lancar']"
"Gak bisa pakai kouta bisanya pakai wifi, padahal kouta lancar bisa buat nonton youtube sama main game tapi kalo di Shopee cuma putih doang gak ada apa apa, udah ku uninstall terus ku download lagi tapi masih tetap putih layarnya",1,0,pakai kouta pakai wifi kouta lancar nonton youtube main game putih uninstall download putih layar,125,3,,0.4675,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pakai', 'kouta', 'pakai', 'wifi', 'kouta', 'lancar', 'nonton', 'youtube', 'main', 'game', 'putih', 'uninstall', 'unduh', 'putih', 'layar']"
Semoga Dgn Bergabungnya Go To semakin sukses selalu dan berharap logo Jaket Berubah jg ditahun depan dgn logo GO-JEK baru dan Tokopedia baru,5,2,gabung go sukses harap logo jaket ubah jg logo go jek,816,3,,0.4668,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['gabung', 'go', 'sukses', 'harap', 'logo', 'jaket', 'ubah', 'juga', 'logo', 'go', 'jek']"
Tolong dong lazada yg akun seller nipu menipu serba serbi murah foto dapet hp aslinya di kirim gurita di bantu blokir semua dong habis duit saya masa berapa kali beli di kirim gurita semua katanya the best aplikasi buat belanja no 1 di Indonesia tapi nyatanya sampah,1,0,tolong akun seller nipu tipu serba serbi murah foto hp asli kirim gurita bantu blokir habis duit beli kirim gurita aplikasi belanja no indonesia sampah,134,3,,0.4661,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'akun', 'seller', 'tipu', 'tipu', 'serba', 'serbi', 'murah', 'foto', 'handphone', 'asli', 'kirim', 'gurita', 'bantu', 'blokir', 'habis', 'duit', 'beli', 'kirim', 'gurita', 'aplikasi', 'belanja', 'no', 'indonesia', 'sampah']"
Apakah lagi ada gangguan ? Ko saya mau melakukan pembayaran (paket data) gak bisa� munculnya kata PEMBAYARAN ?,2,0,ganggu bayar paket data muncul bayar,351,3,,0.4653,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['ganggu', 'bayar', 'paket', 'data', 'muncul', 'bayar']"
"Kecewa berat ...br sekali pakai tp kena tipu ,barang blm dikirim tp sipelapak maksa minta konfirmasi barang telah dikirim dan akhirnya akun sipelapak sengaja dioff oleh pelapak,dan akhirnya komplen pun ke cs bukalapak ga nyelesain mslh,sy ga mau byr paylaternya Krn sy merasa dirugikan oleh pelapaknya,dia yg dpt duitnya sy yg suruh byr,",1,0,berat br pakai tipu barang kirim sipelapak maksa konfirmasi barang kirim akun sipelapak sengaja dioff komplen cs nyelesain mslh byr paylaternya rugi duit suruh byr,92,3,,0.465,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['berat', 'baru', 'pakai', 'tipu', 'barang', 'kirim', 'sipelapak', 'maksa', 'konfirmasi', 'barang', 'kirim', 'akun', 'sipelapak', 'sengaja', 'dioff', 'komplen', 'customer service', 'nyelesain', 'masalah', 'bayar', 'paylaternya', 'rugi', 'duit', 'suruh', 'bayar']"
Lama bet dah masa di medan 5 hari belum ganti status ngapain mulu syukuran?,1,0,medan ganti status ngapain mulu syukur,163,3,,0.4631,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['medan', 'ganti', 'status', 'ngapain', 'melulu', 'syukur']"
"Bru sekali pesan barang GK sampe tujuan,,, diaplikasi dah ditrima tp sya GK nrima brg apa pun,, tindakan.a gmna lazada tolong diusut apa digelapkan Ama kurir apa gimana tolong ditindak lanjuti klo pngen byak konsumen/ byk pngguna lazada ,,maaf ak GK kasih bntang krna kecewa,,, brang gk sampai tujuan tp GK adh tindakan,,,",1,0,bru pesan barang sampe aplikasi ditrima sya nrima brg tindak tolong usut gelap kurir tolong tindak pngen byak konsumen pngguna maaf bntang krna brang adh tindak,397,3,,0.4577,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['baru', 'pesan', 'barang', 'sampai', 'aplikasi', 'ditrima', 'sya', 'nrima', 'bareng', 'tindak', 'tolong', 'usut', 'gelap', 'kurir', 'tolong', 'tindak', 'pngen', 'byak', 'konsumen', 'pngguna', 'maaf', 'bntang', 'krna', 'brang', 'adh', 'tindak']"
saran aja adain tombol buat report toko yg suka nipu klo bisa ban skalian dri lazada,3,1,saran adain tombol report toko nipu ban skalian,770,3,,0.4568,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['saran', 'adain', 'tombol', 'report', 'toko', 'tipu', 'ban', 'sekalian']"
Selamat sore Tokopedia saya mau bertanya ini bagaimana ya aplikasinya setelah pembaharuan aplikasi untuk melakukan pembayaran tidak bisa dan terjadi eror terus,3,1,sore aplikasi baharu aplikasi bayar eror,682,3,,0.4565,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sore', 'aplikasi', 'baru', 'aplikasi', 'bayar', 'eror']"
"Gimana nih, mau lihat daftar transaksi isinya rekomendasi pembelian semua..haduhh",3,1,daftar transaksi isi rekomendasi beli haduhh,528,3,,0.4548,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['daftar', 'transaksi', 'isi', 'rekomendasi', 'beli', 'haduhh']"
